Timestamp,Grade,Age,Gender,Are you the first person in your family to attend college?,Which department/state are you from?,Which district are you from?,What area do you live in?,Library,"How many times a week do you go there? 
Leave empty, if zero.",Lab 1 - 6,"How many times a week do you go there? 
Leave empty, if zero.",Maker Lab,"How many times a week do you go there? 
Leave empty, if zero.",Virtual Reality Lab,"How many times a week do you go there? 
Leave empty, if zero.",Panda,"How many times a week do you go there? 
Leave empty, if zero.",Library,Career Center,Internet Services,Labs,Administrative department,How many activities have you participated in?,Do you code?,Have you participated in any programming groups?,"Choose the (markup, programming, query) languages you know well","Overall, how satisfied are you with your academic program?",How satisfied are you with the quality of teaching in your classes?,How satisfied are you with the academic support services offered by the university?,How satisfied are you with the university culture and community?,"Would you recommend ESIH for a bachelor degree, to someone else?",If your answer is YES - Why would you recommend this university?,If your answer is NO - Why would you not recommend this university?
3/22/2023 10:37:31,L1,18 - 21,Male,No,Sud,Torbeck,Port-au-Prince,Occasionally,2,Often,3,Never,,Never,,Never,,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,Neutral,3,No,No,HTML/CSS,Satisfied,Neutral,Neutral,Satisfied,Yes,"Lots of practices, Good reference in the job market.",
3/22/2023 10:42:24,L2,18 - 21,Male,No,Ouest,Bainet,Delmas,Occasionally,,Often,,Never,,Rarely,,Never,,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,3,Newbie,Yes,"HTML/CSS, Python, C++",Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Maybe,,
3/22/2023 11:23:39,L2,18 - 21,Female,No,Sud-Est,Port-Salut,Pétion-Ville,Occasionally,2,Occasionally,3,Rarely,1,Never,,Never,,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,2,Yes,No,"HTML/CSS, JavaScript, Python, Php, Java, SQL",Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,No,,"Lack of practice, Retaking an exam is too expensive, No career center"
3/22/2023 12:03:42,L3,18 - 21,Female,No,Centre,Maïssade,Pétion-Ville,Often,3,Very often,4,Rarely,1,Rarely,1,Occasionally,1,Satisfied,Neutral,Very Dissatisfied,Neutral,Neutral,3,Yes,Yes,"HTML/CSS, JavaScript, Python, Php, Dart",Neutral,Dissatisfied,Very Dissatisfied,Satisfied,Maybe,Rich academic programs,"Tuition fees, Lack of practice, Retaking an exam is too expensive, No career center"
3/22/2023 12:05:19,L3,18 - 21,Male,Yes,Artibonite,Petite Rivière de l'Artibonite,Tabarre,Occasionally,8,Often,10,Rarely,2,Never,,Occasionally,8,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,1,Yes,Yes,"HTML/CSS, JavaScript, Php, C++, Java",Neutral,Satisfied,Neutral,Neutral,No,,"Tuition fees, Lack of practice, Poor academic programs, Retaking an exam is too expensive, Poor quality of teaching, University space too small"
3/22/2023 12:06:00,L3,22 - 25,Male,No,Artibonite,Saint-Marc,Croix-des-Bouquets,Never,,Often,2,Rarely,1,Never,,Occasionally,1,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,2,Yes,Yes,"HTML/CSS, Php, C++, Java, C",Neutral,Neutral,Neutral,Very Dissatisfied,Yes,Good reference in the job market.,
3/22/2023 12:07:18,L3,18 - 21,Male,No,Nord,Cap-Haïtien,Port-au-Prince,Rarely,1,Often,4,Rarely,2,Rarely,1,Rarely,1,Neutral,Neutral,Very Dissatisfied,Neutral,Dissatisfied,0,Newbie,No,"HTML/CSS, Php, C#, C++, Java, SQL",Satisfied,Neutral,Dissatisfied,Dissatisfied,Yes,Good reference in the job market.,
3/22/2023 12:07:31,L3,18 - 21,Male,Yes,Ouest,Pétion-Ville,Pétion-Ville,Never,,Never,,Never,,Never,,Rarely,2,Neutral,Neutral,Neutral,Neutral,Neutral,0,Yes,Yes,"HTML/CSS, JavaScript, Php, C++, Java",Neutral,Neutral,Neutral,Neutral,No,,"Tuition fees, Lack of practice, Poor academic programs, Retaking an exam is too expensive, Poor quality of teaching, University space too small"
3/22/2023 12:08:40,L3,22 - 25,Male,No,Ouest,Croix-des-Bouquets,Croix-des-Bouquets,Occasionally,1,Often,2,Never,,Never,,Never,,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Neutral,2,Newbie,No,"HTML/CSS, Php, C++, Java, SQL",Satisfied,Satisfied,Very Dissatisfied,Very Satisfied,Yes,Good reference in the job market.,
3/22/2023 12:09:35,L2,18 - 21,Male,Yes,Ouest,Port-au-Prince,Delmas,Rarely,2,Occasionally,2,Never,,Never,,Never,,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,5,Yes,Yes,HTML/CSS,Neutral,Dissatisfied,Neutral,Very Dissatisfied,Yes,Only for the degree ,
3/22/2023 12:10:15,L2,18 - 21,Female,No,Ouest,Port-au-Prince,Cabaret,Rarely,,Occasionally,2,Never,,Never,,Never,,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,1,Newbie,Yes,"Python, C++",Satisfied,Satisfied,Very Dissatisfied,Neutral,Yes,Lots of practices,
3/22/2023 12:11:45,L4,26 - 29,Male,No,Sud-Est,La Vallée,Port-au-Prince,Often,3,Occasionally,3,Never,,Never,,Rarely,1,Satisfied,Neutral,Very Dissatisfied,Very Satisfied,Satisfied,2,Yes,Yes,"HTML/CSS, JavaScript, Python, Php, C#, C++, Java, C, Dart, SQL",Dissatisfied,Neutral,Satisfied,Dissatisfied,Yes,"Rich academic programs, Good reference in the job market.",
3/22/2023 12:12:35,L3,22 - 25,Female,Yes,Sud,Camp-Perrin,Pétion-Ville,Occasionally,,Occasionally,3,Often,10,Occasionally,1,Occasionally,2,Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Satisfied,10,Newbie,Yes,"HTML/CSS, Php, SQL",Very Dissatisfied,Neutral,Neutral,Very Dissatisfied,No,,"Lack of practice, Poor academic programs, Retaking an exam is too expensive, University space too small"
3/22/2023 12:14:28,L2,22 - 25,Male,Yes,Ouest,Port-au-Prince,Delmas,Occasionally,3,Rarely,2,Never,,Rarely,,Never,,Satisfied,Neutral,Neutral,Satisfied,Satisfied,0,Yes,Yes,"HTML/CSS, JavaScript, Python, Php, C++, Java, SQL",Satisfied,Satisfied,Neutral,Satisfied,Yes,Good reference in the job market.,
3/22/2023 12:16:18,DUT1,18 - 21,Male,Yes,Nord-Est,Ouanaminthe,Pétion-Ville,Never,,Often,3,Never,,Never,,Never,,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,0,No,No,,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Yes,Good reference in the job market.,
3/22/2023 12:17:20,L3,22 - 25,Male,No,Nord-Ouest,Bassin-Bleu,Delmas,Occasionally,1,Often,3,Occasionally,1,Never,,Occasionally,2,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,0,Newbie,Yes,"HTML/CSS, Python, Php, C++, Java, SQL",Dissatisfied,Dissatisfied,Neutral,Neutral,Yes,Good reference in the job market.,
3/22/2023 12:17:37,L2,22 - 25,Male,Yes,Sud-Est,Jacmel,Port-au-Prince,Rarely,,Occasionally,2,Never,,Never,,Never,,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,3,Yes,No,"HTML/CSS, C++",Neutral,Neutral,Neutral,Dissatisfied,Yes,ESIH est Grande école,
3/22/2023 12:18:25,L2,18 - 21,Male,No,Ouest,Port-au-Prince,Pétion-Ville,Occasionally,2,Often,2,Never,,Never,,Never,,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,0,Yes,No,HTML/CSS,Very Satisfied,Neutral,Neutral,Satisfied,Maybe,"Rich academic programs, Good reference in the job market.","Lack of practice, Retaking an exam is too expensive, University space too small, No career center"
3/22/2023 12:20:38,L1,18 - 21,Male,Yes,Ouest,Port-au-Prince,Carrefour,Never,,Rarely,1,Never,,Never,,Never,,Neutral,Neutral,Neutral,Neutral,Neutral,0,Yes,No,"HTML/CSS, Python",Neutral,Satisfied,Neutral,Satisfied,Maybe,,
3/22/2023 12:20:45,L3,22 - 25,Male,No,Ouest,Grand-Goâve,Port-au-Prince,Never,,Often,3,Never,,Never,,Occasionally,1,Neutral,Neutral,Very Dissatisfied,Satisfied,Satisfied,0,Newbie,No,"HTML/CSS, Php, C++, Java, SQL",Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Maybe,Good reference in the job market.,"Lack of practice, Faiblesse de l'administration "
3/22/2023 12:22:57,L2,18 - 21,Male,No,Ouest,Port-au-Prince,Delmas,Rarely,3,Often,2,Never,,Never,,Never,,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Neutral,1,Yes,No,"HTML/CSS, C++",Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Yes,Good reference in the job market.,
3/22/2023 12:25:06,L1,18 - 21,Female,No,Ouest,Port-au-Prince,Delmas,Rarely,,Occasionally,1,Never,,Never,,Never,,Neutral,Very Dissatisfied,Satisfied,Satisfied,Dissatisfied,1,No,No,,Neutral,Neutral,Neutral,Very Satisfied,Yes,Lots of practices,
3/22/2023 12:27:30,L1,18 - 21,Male,Yes,Ouest,Carrefour,Pétion-Ville,Occasionally,1,Never,,Never,,Never,,Never,,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Neutral,1,No,No,,Satisfied,Dissatisfied,Satisfied,Neutral,No,,"Retaking an exam is too expensive, No career center, "
3/22/2023 12:27:49,L3,22 - 25,Male,Yes,Ouest,Carrefour,Carrefour,Never,,Rarely,2,Rarely,2,Never,,Rarely,1,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,0,Newbie,Yes,"HTML/CSS, Php, C++, Java, C",Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,No,,"Lack of practice, Poor quality of teaching"
3/22/2023 12:28:28,L4,22 - 25,Male,No,Nord-Est,Ouanaminthe,Port-au-Prince,Rarely,,Rarely,,Rarely,,Never,,Rarely,,Neutral,Neutral,Very Dissatisfied,Neutral,Neutral,0,Yes,No,"HTML/CSS, JavaScript, Python, Php, C#, C++, Java, C, Dart, SQL",Neutral,Neutral,Neutral,Neutral,No,,
3/22/2023 12:31:55,L3,22 - 25,Female,No,Nord,Cap-Haïtien,Pétion-Ville,Never,,Occasionally,1,Rarely,1,Very often,3,Occasionally,2,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,15,Newbie,Yes,"HTML/CSS, Php, C#, C++, Java, C, SQL",Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,No,,"Lack of practice, Poor academic programs, Retaking an exam is too expensive, Poor quality of teaching, University space too small"
3/22/2023 12:33:12,L3,22 - 25,Male,Yes,Ouest,Delmas,Delmas,Occasionally,1,Very often,6,Very often,7,Rarely,1,Rarely,1,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,5,Yes,Yes,"HTML/CSS, JavaScript, Python, Php",Very Dissatisfied,Neutral,Neutral,Dissatisfied,Maybe,,
3/22/2023 12:33:40,L1,18 - 21,Male,No,Ouest,Port-au-Prince,Delmas,Occasionally,2,Occasionally,2,Never,,Rarely,,Never,,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,1,Newbie,No,"HTML/CSS, JavaScript, Python, C++, Java, C, SQL",Satisfied,Satisfied,Dissatisfied,Satisfied,Maybe,Good reference in the job market.,Tuition fees
3/22/2023 12:35:12,DUT2,18 - 21,Male,No,Ouest,Port-au-Prince,Carrefour,Occasionally,2,Very often,5,Never,,Never,,Rarely,,Satisfied,Neutral,Neutral,Neutral,Satisfied,0,Yes,No,"HTML/CSS, Php, Java, SQL",Satisfied,Satisfied,Satisfied,Satisfied,Yes,"Lots of practices, Good quality of teaching",
3/22/2023 12:35:48,L2,18 - 21,Male,No,Ouest,Ouest,Port-au-Prince,Rarely,1,Often,3,Never,,Never,,Rarely,1,Satisfied,Satisfied,Very Dissatisfied,Neutral,Very Satisfied,1,Newbie,No,"HTML/CSS, C++, SQL",Satisfied,Satisfied,Satisfied,Neutral,Yes,"Rich academic programs, Good quality of teaching, Good reference in the job market.",
3/22/2023 12:37:00,L1,18 - 21,Male,No,Ouest,Delmas,Delmas,Never,,Often,,Often,3,Never,,Never,,Satisfied,Neutral,Very Dissatisfied,Satisfied,Neutral,0,No,No,,Satisfied,Neutral,Neutral,Neutral,Yes,Lots of practices,
3/22/2023 12:38:40,L3,18 - 21,Male,No,Ouest,Port-au-Prince,Port-au-Prince,Never,,Occasionally,1,Never,,Never,,Occasionally,1,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,1,Newbie,No,"HTML/CSS, JavaScript, Php, C++, Java, SQL",Neutral,Dissatisfied,Dissatisfied,Dissatisfied,No,,"Lack of practice, Retaking an exam is too expensive"
3/22/2023 12:38:50,L1,18 - 21,Male,Yes,Nord-Est,Fort-Liberté,Port-au-Prince,Rarely,1,Occasionally,1,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,1,No,No,,Neutral,Dissatisfied,Neutral,Dissatisfied,No,,"Lack of practice, Manque de temp"
3/22/2023 12:39:28,L1,18 - 21,Male,Yes,Ouest,Port-au-Prince,Delmas,Rarely,2,Often,3,Never,,Never,,Never,,Neutral,Neutral,Neutral,Satisfied,Neutral,0,Yes,No,HTML/CSS,Satisfied,Satisfied,Satisfied,Very Satisfied,Maybe,,
3/22/2023 12:40:42,L1,18 - 21,Male,No,Artibonite,Saint-Marc,Delmas,Rarely,,Often,,Never,,Never,,Never,,Neutral,Neutral,Very Dissatisfied,Satisfied,Neutral,2,No,No,,Neutral,Neutral,Dissatisfied,Neutral,Maybe,,
3/22/2023 12:41:10,L1,18 - 21,Male,No,Ouest,Croix-des-Bouquets,Port-au-Prince,Rarely,1,Often,3,Never,,Never,,Never,,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,0,Newbie,Yes,C++,Satisfied,Satisfied,Neutral,Neutral,Yes,"Good quality of teaching, Good reference in the job market.",
3/22/2023 12:43:00,L1,18 - 21,Male,Yes,Ouest,Port-au-Prince,Port-au-Prince,Never,,Often,2,Never,,Never,,Never,,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,0,Yes,No,,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Maybe,Good reference in the job market.,"Lack of practice, Poor academic programs, Retaking an exam is too expensive"
3/22/2023 12:43:57,L1,22 - 25,Male,Yes,Sud,Torbeck,Port-au-Prince,Often,1,Occasionally,1,Never,,Never,,Never,,Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,0,No,No,,Satisfied,Neutral,Satisfied,Satisfied,Yes,"Rich academic programs, Good reference in the job market.",
3/22/2023 12:45:03,L1,18 - 21,Male,No,Sud-Est,La Vallée,Pétion-Ville,Rarely,1,Never,,Never,,Never,,Never,,Neutral,Very Dissatisfied,Neutral,Satisfied,Neutral,2,No,No,,Neutral,Satisfied,Satisfied,Neutral,Yes,Good quality of teaching,
3/22/2023 12:47:32,L4,22 - 25,Male,No,Nord,Cap-Haïtien,Port-au-Prince,Rarely,1,Occasionally,3,Occasionally,1,Never,,Occasionally,1,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Neutral,1,Newbie,No,"HTML/CSS, Python, Php, C#, C++, Java, C, Dart, SQL",Neutral,Dissatisfied,Dissatisfied,Neutral,No,,"Lack of practice, Retaking an exam is too expensive, University space too small, No career center"
3/22/2023 12:49:12,L1,22 - 25,Male,Yes,Ouest,Delmas,Port-au-Prince,Never,,Often,2,Never,,Never,,Never,,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,1,No,No,,Neutral,Satisfied,Dissatisfied,Neutral,Maybe,Good reference in the job market.,"Lack of practice, Retaking an exam is too expensive, No career center"
3/22/2023 12:51:29,L3,22 - 25,Male,Yes,Nord,Nord,Pétion-Ville,Occasionally,2,Very often,5,Never,,Never,,Never,,Satisfied,Neutral,Neutral,Satisfied,Very Satisfied,0,No,No,,Satisfied,Satisfied,Neutral,Satisfied,Yes,Rich academic programs,
3/22/2023 12:53:03,L3,22 - 25,Female,Yes,Sud-Est,Jacmel,Pétion-Ville,Occasionally,1,Occasionally,1,Very often,1,Rarely,1,Occasionally,1,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Neutral,0,No,No,,Neutral,Neutral,Neutral,Neutral,Yes,Good reference in the job market.,
3/22/2023 12:54:34,DUT1,18 - 21,Male,No,Ouest,Port-au-Prince,Port-au-Prince,Rarely,,Often,3,Never,,Never,,Often,4,Neutral,Neutral,Neutral,Satisfied,Satisfied,0,No,No,,Neutral,Satisfied,Neutral,Neutral,Yes,Good reference in the job market.,
3/22/2023 12:55:08,L3,22 - 25,Male,No,Centre,Mirebalais,Port-au-Prince,Occasionally,3,Never,,Never,,Never,,Occasionally,1,Neutral,Neutral,Neutral,Neutral,Neutral,0,Yes,No,HTML/CSS,Neutral,Dissatisfied,Neutral,Satisfied,Maybe,,
3/22/2023 12:57:47,L3,22 - 25,Male,Yes,Ouest,Carrefour,Carrefour,Often,8,Occasionally,7,Very often,10,Occasionally,6,Occasionally,5,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,4,Yes,Yes,"HTML/CSS, JavaScript, Python, Java, SQL",Neutral,Neutral,Neutral,Neutral,Maybe,,
3/22/2023 12:58:39,DUT2,22 - 25,Male,No,Sud,Léogâne,Cité Soleil,Rarely,,Often,6,Rarely,,Rarely,,Rarely,,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,4,No,Yes,,Satisfied,Satisfied,Satisfied,Dissatisfied,Yes,,
3/22/2023 12:59:36,DUT2,22 - 25,Male,Yes,Nord-Ouest,Bombardopolis,Delmas,Occasionally,1,Very often,5,Never,,Never,,Rarely,2,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,0,Yes,Yes,"HTML/CSS, JavaScript, Php",Neutral,Satisfied,Dissatisfied,Satisfied,Maybe,,
3/22/2023 13:01:30,DUT2,18 - 21,Male,Yes,Ouest,Port-au-Prince,Pétion-Ville,Often,5,Very often,5,Never,,Never,,Rarely,,Neutral,Neutral,Satisfied,Dissatisfied,Very Satisfied,0,Yes,No,"Php, SQL",Neutral,Satisfied,Neutral,Very Satisfied,Yes,"Lots of practices, Rich academic programs",
3/22/2023 13:07:20,DUT2,22 - 25,Male,Yes,Sud-Est,La Vallée,Port-au-Prince,Often,,Occasionally,,Occasionally,2,Rarely,,Occasionally,2,Satisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Neutral,5,Newbie,No,"HTML/CSS, Php, SQL",Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Yes,Good reference in the job market.,
3/22/2023 13:08:04,DUT2,22 - 25,Male,Yes,Artibonite,Gonaïves,Pétion-Ville,Often,2,Very often,5,Never,,Never,,Never,,Satisfied,Neutral,Dissatisfied,Satisfied,Satisfied,0,Yes,No,SQL,Neutral,Neutral,Neutral,Satisfied,Maybe,,
3/22/2023 13:09:49,L3,22 - 25,Male,Yes,Ouest,Port-au-Prince,Port-au-Prince,Occasionally,2,Often,4,Very often,10,Never,,Rarely,1,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,10,Yes,Yes,"Python, Php, Java",Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Maybe,,
3/22/2023 13:18:42,DUT2,22 - 25,Male,Yes,Grand-Anse,Jérémie,Delmas,Rarely,,Very often,4,Occasionally,,Never,,Never,,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,1,Yes,Yes,"HTML/CSS, JavaScript, Php, Java, SQL",Dissatisfied,Satisfied,Dissatisfied,Very Dissatisfied,No,,"Tuition fees, Lack of practice, Poor academic programs, Retaking an exam is too expensive, Poor quality of teaching"
3/22/2023 13:32:19,L1,18 - 21,Male,No,Ouest,Port-au-Prince,Port-au-Prince,Rarely,3,Occasionally,2,Rarely,1,Never,,Never,,Satisfied,Neutral,Satisfied,Satisfied,Neutral,3,No,Yes,HTML/CSS,Neutral,Satisfied,Neutral,Satisfied,Yes,"Rich academic programs, Good quality of teaching",
3/22/2023 13:55:14,DUT2,18 - 21,Male,No,Ouest,Delmas,Delmas,Occasionally,3,Very often,5,Never,,Rarely,,Rarely,,Very Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,5,Yes,No,"HTML/CSS, Php",Satisfied,Satisfied,Neutral,Neutral,Yes,"Lots of practices, Good reference in the job market.",
3/22/2023 13:58:48,L2,18 - 21,Male,No,Nord,Cap-Haïtien,Delmas,Never,,Often,2,Never,,Rarely,2,Never,,Neutral,Neutral,Dissatisfied,Satisfied,Dissatisfied,2,Yes,No,"C++, C",Dissatisfied,Satisfied,Dissatisfied,Neutral,No,,"Tuition fees, Poor academic programs, Retaking an exam is too expensive, University space too small"
3/22/2023 13:59:33,L4,26 - 29,Male,No,Ouest,Nippes,Port-au-Prince,Never,3,Often,3,Never,2,Never,1,Often,3,Satisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,0,Yes,No,Python,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Maybe,,
3/22/2023 13:59:53,L2,18 - 21,Female,No,Ouest,Port-au-Prince,Port-au-Prince,Occasionally,5,Often,4,Never,,Rarely,,Never,,Neutral,Satisfied,Very Dissatisfied,Dissatisfied,Neutral,7,Yes,Yes,"HTML/CSS, Python, C++",Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Yes,"Lots of practices, Good reference in the job market.",
3/22/2023 15:39:35,L3,18 - 21,Male,Yes,Ouest,Ouest,Port-au-Prince,Rarely,5,Occasionally,5,Occasionally,7,Never,,Occasionally,5,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Neutral,0,No,No,SQL,Satisfied,Dissatisfied,Neutral,Satisfied,Maybe,Good reference in the job market.,Retaking an exam is too expensive
3/23/2023 7:58:12,DUT2,26 - 29,Male,No,Ouest,Port-au-Prince,Pétion-Ville,Rarely,1,Often,3,Occasionally,4,Often,2,Often,4,Dissatisfied,Neutral,Dissatisfied,Satisfied,Satisfied,2,Yes,Yes,"HTML/CSS, Php, Java",Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,No,,"Poor academic programs, Retaking an exam is too expensive"
3/23/2023 8:47:13,L3,22 - 25,Female,Yes,Nord-Est,Tabarre,Croix-des-Bouquets,Occasionally,1,Often,3,Occasionally,2,Rarely,1,Often,4,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Satisfied,2,No,Yes,"HTML/CSS, C++",Dissatisfied,Neutral,Dissatisfied,Neutral,No,,"Lack of practice, Poor academic programs"
3/23/2023 8:50:50,L4,18 - 21,Female,Yes,Ouest,Delmas,Port-au-Prince,Occasionally,1,Rarely,1,Occasionally,2,Never,,Never,,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,3,Yes,No,"HTML/CSS, Php",Satisfied,Satisfied,Satisfied,Satisfied,Yes,Good reference in the job market.,
3/23/2023 10:00:51,L4,22 - 25,Male,No,Ouest,Delmas,Pétion-Ville,Rarely,1,Rarely,2,Never,,Never,,Never,,Satisfied,Satisfied,Very Dissatisfied,Neutral,Neutral,3,No,No,Python,Satisfied,Satisfied,Neutral,Neutral,Yes,Rich academic programs,
3/23/2023 10:04:12,DUT2,22 - 25,Male,Yes,Ouest,Petite Rivière de l'Artibonite,Port-au-Prince,Occasionally,10,Rarely,2,Rarely,1,Never,,Rarely,1,Neutral,Neutral,Satisfied,Satisfied,Very Satisfied,0,No,No,"HTML/CSS, Php, SQL",Satisfied,Satisfied,Satisfied,Satisfied,Yes,"Rich academic programs, Good reference in the job market.","Lack of practice, University space too small"
3/23/2023 10:06:05,L3,26 - 29,Female,Yes,Ouest,Port-au-Prince,Tabarre,Often,2,Occasionally,2,Occasionally,2,Occasionally,2,Often,3,Dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,2,Newbie,Yes,"HTML/CSS, JavaScript, C++",Dissatisfied,Satisfied,Neutral,Satisfied,Maybe,Good quality of teaching,
4/20/2023 11:58:33,L4,22 - 25,Female,Yes,Centre,Centre,Port-au-Prince,Never,,Never,,Never,,Never,,Never,,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0,Yes,No,"HTML/CSS, SQL",Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,No,,"Tuition fees, Lack of practice, Poor academic programs, Retaking an exam is too expensive, Poor quality of teaching, University space too small, No career center"
